Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
305.25,90007.2578125,24459.318359375,85013.5390625,94028.109375,109325.0703125,58055.65234375
305.5,90010.03125,24459.205078125,85012.9765625,94029.0703125,109268.484375,58055.84375
305.75,83981.90625,23460.369140625,78023.0625,87980.28125,99314.8046875,57057.39453125
306.0,84003.4453125,23458.31640625,77977.7109375,88004.0,99312.9921875,57054.14453125
306.25,84004.078125,23458.005859375,77989.484375,87989.53125,99312.8515625,57054.375
306.5,84003.2734375,23458.00390625,78004.40625,88022.0703125,99311.984375,57054.94921875
306.75,84004.1171875,23453.296875,78003.5625,88020.4609375,99313.953125,57030.64453125
307.0,84004.1484375,23453.099609375,78003.6875,88020.1015625,99313.0,57052.62890625
307.25,84004.9765625,23457.865234375,78003.34375,88020.5703125,99314.2421875,57054.44140625
307.5,84004.0546875,23457.82421875,78003.59375,88020.15625,99313.4765625,57054.3046875
307.75,77994.5390625,18454.138671875,72015.5,81037.0234375,96259.15625,54065.65625
308.0,77939.609375,18435.6640625,71911.3984375,80903.78125,96230.2578125,53977.796875
308.25,77997.75,18451.755859375,71971.53125,80995.828125,96309.453125,54050.69140625
308.5,77995.453125,18451.080078125,71980.90625,80981.8359375,96308.5625,54049.6796875
308.75,77997.1953125,18451.353515625,71995.4296875,81012.1328125,96310.046875,54044.890625
309.0,77997.2109375,18447.916015625,71995.359375,81011.0546875,96312.2421875,54047.33984375
309.25,77995.703125,18451.501953125,71995.609375,81009.8125,96307.7734375,54049.52734375
309.5,77996.9140625,18451.193359375,71995.671875,81010.046875,96311.015625,54048.921875
309.75,75982.0078125,16451.689453125,66005.8671875,75029.3984375,91293.5234375,53057.703125
310.0,75994.5703125,16448.740234375,65987.6796875,75002.2734375,91302.7578125,53048.69921875
310.25,75904.765625,16434.7421875,65888.2578125,74891.3828125,91229.6796875,52978.39453125
310.5,75993.5,16448.353515625,65974.0546875,74988.5390625,91303.453125,53048.59375
310.75,75994.015625,16448.900390625,65988.671875,75003.6640625,91302.71875,53049.45703125
311.0,75993.796875,16443.0,65987.40625,75001.7578125,91304.2421875,53046.69921875
311.25,75993.4453125,16448.51171875,65987.640625,75002.03125,91301.96875,53048.92578125
311.5,75994.2265625,16448.87109375,65988.0,75001.7734375,91303.5859375,53048.28515625
311.75,64963.59375,14447.4072265625,60988.03125,64870.34765625,80237.359375,44032.69140625
