Time,Node 680.V1_rms,Node 680.V2_rms,Node 680.V3_rms,Node 684.V1_rms,Node 684.V3_rms,Node 692.V1_rms,Node 692.V2_rms,Node 692.V3_rms,UpperBound,LowerBound
248.25,2379.976806640625,2440.72021484375,2404.169921875,2380.541015625,2404.22119140625,2379.976806640625,2440.72021484375,2404.169921875,2522.0,2282.0
248.5,2380.003173828125,2440.726806640625,2404.1630859375,2379.281494140625,2404.214599609375,2380.003173828125,2440.726806640625,2404.1630859375,2522.0,2282.0
248.75,2379.980224609375,2442.03759765625,2404.164306640625,2379.2587890625,2404.2158203125,2379.980224609375,2442.03759765625,2404.164306640625,2522.0,2282.0
249.0,2378.247314453125,2441.455078125,2402.847900390625,2377.470458984375,2402.778076171875,2378.247314453125,2441.455078125,2402.847900390625,2522.0,2282.0
249.25,2378.241943359375,2441.455810546875,2402.846435546875,2377.465087890625,2402.7763671875,2378.241943359375,2441.455810546875,2402.846435546875,2522.0,2282.0
249.5,2378.244140625,2441.4521484375,2402.858642578125,2377.46728515625,2404.087158203125,2378.244140625,2441.4521484375,2402.858642578125,2522.0,2282.0
249.75,2378.251953125,2441.456787109375,2404.141845703125,2377.475341796875,2402.773193359375,2378.251953125,2441.456787109375,2404.141845703125,2522.0,2282.0
250.0,2378.244140625,2441.454833984375,2402.8447265625,2377.46728515625,2402.774658203125,2378.244140625,2441.454833984375,2402.8447265625,2522.0,2282.0
250.25,2378.23828125,2441.45556640625,2402.84619140625,2377.46142578125,2402.776123046875,2378.23828125,2441.45556640625,2402.84619140625,2522.0,2282.0
250.5,2378.23876953125,2441.45556640625,2402.843017578125,2378.746826171875,2402.77294921875,2378.23876953125,2441.45556640625,2402.843017578125,2522.0,2282.0
250.75,2378.2666015625,2441.463623046875,2402.845458984375,2377.48974609375,2402.775634765625,2378.2666015625,2441.463623046875,2402.845458984375,2522.0,2282.0
251.0,2377.181884765625,2441.74609375,2402.513427734375,2376.273193359375,2402.515625,2377.181884765625,2441.74609375,2402.513427734375,2522.0,2282.0
251.25,2377.17626953125,2441.74560546875,2402.513916015625,2376.267578125,2402.51611328125,2377.17626953125,2441.74560546875,2402.513916015625,2522.0,2282.0
251.5,2377.177978515625,2441.74169921875,2402.51416015625,2376.26953125,2402.5166015625,2377.177978515625,2441.74169921875,2402.51416015625,2522.0,2282.0
251.75,2377.176513671875,2441.74658203125,2402.516845703125,2376.267822265625,2402.519287109375,2377.176513671875,2441.74658203125,2402.516845703125,2522.0,2282.0
252.0,2377.19580078125,2441.747314453125,2403.810791015625,2376.287109375,2402.5146484375,2377.19580078125,2441.747314453125,2403.810791015625,2522.0,2282.0
252.25,2377.177001953125,2441.7451171875,2402.51416015625,2376.268310546875,2402.516357421875,2377.177001953125,2441.7451171875,2402.51416015625,2522.0,2282.0
252.5,2377.176025390625,2441.7451171875,2402.52294921875,2376.267578125,2402.525390625,2377.176025390625,2441.7451171875,2402.52294921875,2522.0,2282.0
252.75,2377.19970703125,2441.74609375,2402.510986328125,2376.291015625,2402.51318359375,2377.19970703125,2441.74609375,2402.510986328125,2522.0,2282.0
253.0,2375.236083984375,2443.068603515625,2401.722900390625,2374.39501953125,2401.65771484375,2375.236083984375,2443.068603515625,2401.722900390625,2522.0,2282.0
253.25,2375.197021484375,2444.392578125,2401.72607421875,2374.355712890625,2401.660888671875,2375.197021484375,2444.392578125,2401.72607421875,2522.0,2282.0
253.5,2375.200439453125,2443.071533203125,2401.726806640625,2374.359375,2401.66162109375,2375.200439453125,2443.071533203125,2401.726806640625,2522.0,2282.0
253.75,2375.198974609375,2443.072021484375,2401.734375,2374.35791015625,2401.66943359375,2375.198974609375,2443.072021484375,2401.734375,2522.0,2282.0
254.0,2375.2001953125,2443.072021484375,2401.7265625,2374.359375,2401.6611328125,2375.2001953125,2443.072021484375,2401.7265625,2522.0,2282.0
254.25,2375.19775390625,2443.072021484375,2401.727294921875,2374.3564453125,2401.662109375,2375.19775390625,2443.072021484375,2401.727294921875,2522.0,2282.0
254.5,2375.20703125,2443.0712890625,2401.72509765625,2374.3662109375,2401.65966796875,2375.20703125,2443.0712890625,2401.72509765625,2522.0,2282.0
254.75,2375.194091796875,2443.072265625,2401.734130859375,2374.35302734375,2401.6689453125,2375.194091796875,2443.072265625,2401.734130859375,2522.0,2282.0
255.0,2375.6142578125,2442.71875,2401.36328125,2374.8115234375,2401.20068359375,2375.6142578125,2442.71875,2401.36328125,2522.0,2282.0
