Time,Node 646.V2_rms,Node 646.V3_rms,Node 652.V1_rms,Node 671.V1_rms,Node 671.V2_rms,Node 671.V3_rms,Node 675.V1_rms,Node 675.V2_rms,Node 675.V3_rms,UpperBound,LowerBound
4.5,2443.525146484375,2455.613525390625,2152.565673828125,2167.596435546875,2360.927978515625,2343.740234375,2165.119384765625,2358.60400390625,2341.10986328125,2522.0,2282.0
4.75,2444.845703125,2455.611328125,2152.56494140625,2167.5966796875,2360.92822265625,2343.740478515625,2165.119384765625,2358.604248046875,2341.110107421875,2522.0,2282.0
5.0,2443.525146484375,2455.620361328125,2152.5791015625,2167.59716796875,2360.927978515625,2343.740478515625,2165.119873046875,2358.60400390625,2341.110107421875,2522.0,2282.0
5.25,2443.525146484375,2455.617431640625,2152.5654296875,2167.596923828125,2360.92822265625,2343.740478515625,2165.11962890625,2358.604248046875,2341.110107421875,2522.0,2282.0
5.5,2443.525146484375,2455.628662109375,2152.579345703125,2168.768798828125,2360.927978515625,2343.740234375,2165.1201171875,2358.604248046875,2341.10986328125,2522.0,2282.0
5.75,2443.525146484375,2455.610595703125,2152.571533203125,2167.597412109375,2360.92822265625,2343.740234375,2165.1201171875,2359.879150390625,2341.110107421875,2522.0,2282.0
6.0,2443.52490234375,2455.611083984375,2152.598388671875,2167.59716796875,2362.203857421875,2343.740234375,2165.119873046875,2358.604248046875,2341.10986328125,2522.0,2282.0
6.25,2443.525146484375,2455.626220703125,2152.55712890625,2167.59716796875,2360.928466796875,2345.006591796875,2165.119873046875,2358.6044921875,2341.10986328125,2522.0,2282.0
6.5,2443.525146484375,2455.617919921875,2153.7216796875,2167.59716796875,2360.928466796875,2343.740478515625,2165.1201171875,2358.6044921875,2341.110107421875,2522.0,2282.0
6.75,2443.525146484375,2455.618408203125,2152.575439453125,2167.59716796875,2360.927978515625,2343.740478515625,2165.119873046875,2358.604248046875,2341.110107421875,2522.0,2282.0
7.0,2444.845458984375,2455.620849609375,2152.584228515625,2167.596923828125,2360.927490234375,2343.739990234375,2165.11962890625,2358.603759765625,2341.109619140625,2522.0,2282.0
7.25,2443.525146484375,2455.616943359375,2152.573486328125,2167.596923828125,2360.927978515625,2343.74072265625,2165.11962890625,2358.604248046875,2341.1103515625,2522.0,2282.0
7.5,2443.52490234375,2455.617919921875,2152.5673828125,2167.5966796875,2360.927490234375,2343.740478515625,2165.11962890625,2358.603515625,2341.110107421875,2522.0,2282.0
7.75,2443.525146484375,2455.61279296875,2152.591064453125,2168.7685546875,2360.927734375,2343.740234375,2165.119873046875,2358.603759765625,2341.10986328125,2522.0,2282.0
8.0,2443.525146484375,2455.624755859375,2152.58203125,2167.5966796875,2360.928466796875,2343.740234375,2165.119384765625,2359.879150390625,2341.10986328125,2522.0,2282.0
8.25,2443.525146484375,2456.94775390625,2152.563720703125,2167.5966796875,2360.927978515625,2343.740234375,2165.119384765625,2358.604248046875,2342.375,2522.0,2282.0
8.5,2443.525146484375,2455.631103515625,2152.588623046875,2167.596923828125,2360.927978515625,2343.739990234375,2165.119873046875,2358.604248046875,2342.375,2522.0,2282.0
8.75,2443.525146484375,2455.611572265625,2153.748046875,2167.59716796875,2360.92822265625,2343.740478515625,2165.119873046875,2358.6044921875,2341.110107421875,2522.0,2282.0
9.0,2443.525146484375,2455.6083984375,2152.56982421875,2167.596923828125,2360.927734375,2343.740478515625,2165.119873046875,2358.60400390625,2341.110107421875,2522.0,2282.0
9.25,2444.845703125,2455.618896484375,2152.58837890625,2167.596435546875,2360.92822265625,2343.739990234375,2165.119140625,2358.604248046875,2341.10986328125,2522.0,2282.0
9.5,2443.525146484375,2455.614013671875,2152.5771484375,2167.596923828125,2360.92822265625,2343.740234375,2165.11962890625,2358.604248046875,2341.110107421875,2522.0,2282.0
9.75,2443.525146484375,2455.614990234375,2152.568115234375,2167.596923828125,2360.92822265625,2343.740234375,2166.28955078125,2358.6044921875,2341.10986328125,2522.0,2282.0
10.0,2443.525146484375,2455.62109375,2152.57421875,2167.597412109375,2360.92822265625,2343.740478515625,2165.1201171875,2358.6044921875,2341.110107421875,2522.0,2282.0
10.25,2443.525146484375,2456.940185546875,2152.590087890625,2167.596923828125,2362.2041015625,2343.740234375,2165.11962890625,2358.6044921875,2341.10986328125,2522.0,2282.0
10.5,2443.525146484375,2455.6240234375,2152.577880859375,2167.596923828125,2360.928466796875,2345.007080078125,2165.11962890625,2358.6044921875,2341.110107421875,2522.0,2282.0
10.75,2460.8935546875,2460.89453125,2463.720458984375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.0,2460.8935546875,2460.89599609375,2463.720458984375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.25,2460.8935546875,2460.902587890625,2463.709228515625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.5,2460.8935546875,2460.884765625,2463.715087890625,2463.7138671875,2457.900390625,2453.611328125,2463.7138671875,2457.900390625,2453.611328125,2522.0,2282.0
11.75,2460.8935546875,2460.890380859375,2463.715087890625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
12.0,2460.8935546875,2460.885009765625,2463.70703125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
12.25,2460.8935546875,2460.8994140625,2463.71142578125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
12.5,2460.8935546875,2460.879638671875,2463.7119140625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
12.75,2460.8935546875,2460.8994140625,2463.720947265625,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
13.0,2460.8935546875,2460.8935546875,2463.728271484375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
13.25,2460.8935546875,2460.877685546875,2463.70751953125,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
13.5,2460.8935546875,2460.899658203125,2463.7080078125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
13.75,2460.8935546875,2460.893798828125,2463.712890625,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
14.0,2460.8935546875,2460.90087890625,2463.716064453125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
14.25,2460.8935546875,2460.897705078125,2463.717041015625,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
14.5,2460.8935546875,2460.902099609375,2465.052001953125,2465.04541015625,2456.572998046875,2454.937255859375,2465.04541015625,2456.572998046875,2454.937255859375,2522.0,2282.0
14.75,2460.8935546875,2460.8828125,2463.724609375,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
15.0,2460.8935546875,2460.8935546875,2463.697998046875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
15.25,2460.8935546875,2460.8984375,2463.72314453125,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
15.5,2460.8935546875,2462.22216796875,2463.72705078125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
15.75,2460.895263671875,2460.8935546875,2463.70654296875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.0,2460.8935546875,2460.88037109375,2463.6943359375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.25,2460.8935546875,2460.88134765625,2463.707275390625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.5,2460.8935546875,2460.887939453125,2463.7060546875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.75,2460.8935546875,2460.906494140625,2465.046875,2465.045166015625,2456.572998046875,2454.937255859375,2465.045166015625,2456.572998046875,2454.937255859375,2522.0,2282.0
17.0,2460.8935546875,2460.886474609375,2463.726806640625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
17.25,2460.8935546875,2460.89453125,2463.715576171875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
17.5,2460.8935546875,2460.8984375,2463.7001953125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
17.75,2460.8935546875,2460.897705078125,2463.711669921875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
18.0,2460.895263671875,2462.21826171875,2463.69970703125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
18.25,2460.8935546875,2460.879638671875,2463.7158203125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
18.5,2460.8935546875,2460.888916015625,2463.716064453125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
18.75,2460.8935546875,2460.8876953125,2465.041015625,2465.045166015625,2456.572998046875,2454.937255859375,2465.045166015625,2456.572998046875,2454.937255859375,2522.0,2282.0
19.0,2460.8935546875,2460.88134765625,2465.047607421875,2465.045166015625,2456.572998046875,2454.937255859375,2465.045166015625,2456.572998046875,2454.937255859375,2522.0,2282.0
19.25,2460.8935546875,2460.883544921875,2463.72216796875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
19.5,2460.8935546875,2460.890625,2463.712646484375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
19.75,2460.8935546875,2460.897216796875,2463.70947265625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
20.0,2460.8935546875,2460.8935546875,2463.707275390625,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
20.25,2460.895263671875,2462.222412109375,2463.7138671875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
20.5,2460.8935546875,2460.885986328125,2463.724609375,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
20.75,2460.8935546875,2460.889404296875,2463.7060546875,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
21.0,2460.8935546875,2460.900634765625,2463.70361328125,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
21.25,2460.8935546875,2460.898193359375,2465.037353515625,2465.045166015625,2456.572998046875,2454.937255859375,2465.045166015625,2456.572998046875,2454.937255859375,2522.0,2282.0
