Time,Time Varying Load 611.Single phase time-varying load1.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseA.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseB.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseC.P_measured,Time Varying Load 645.Single phase time-varying load645.P_measured,Time Varying Load 646.Single phase time-varying load646.P_measured,Time Varying Load 652.Single phase time-varying load652.P_measured,Time Varying Load 692.Single phase time-varying loadC.P_measured
291.25,53017.0234375,64831.1484375,37955.109375,39947.10546875,62019.6328125,90032.1796875,40007.91015625,52998.09765625
291.5,53017.08984375,64831.1484375,37955.11328125,39947.09765625,62019.4296875,89995.890625,40008.078125,53013.0625
291.75,51928.1640625,63030.45703125,37958.00390625,41942.265625,65916.84375,86831.09375,38007.59375,55976.9765625
292.0,52016.796875,63030.67578125,38017.421875,42013.2265625,66020.0078125,87031.2265625,38007.45703125,56013.734375
292.25,52016.87890625,63030.67578125,38017.42578125,42013.22265625,66020.7265625,87031.203125,38007.48046875,56013.81640625
292.5,52016.7890625,63030.671875,38017.43359375,42013.21484375,66020.453125,87031.0390625,38007.40625,56013.60546875
292.75,52016.7890625,63030.67578125,38017.43359375,42013.2109375,66020.28125,87031.390625,38007.41015625,56013.60546875
293.0,52005.92578125,63030.671875,38017.44140625,42013.20703125,66020.5234375,87031.203125,38007.47265625,56013.796875
293.25,52005.9296875,63030.671875,38017.44140625,42013.203125,66020.5625,87030.8984375,38007.5234375,55999.3203125
293.5,52016.7109375,63030.671875,38017.4453125,42013.19921875,66020.3671875,87031.1875,38007.5078125,55997.98828125
293.75,56018.14453125,58042.41015625,42006.5234375,41022.3671875,62019.640625,87030.578125,40008.09765625,57014.07421875
294.0,56018.109375,58042.32421875,42006.5,41022.38671875,62019.0078125,87031.015625,40007.6953125,57013.99609375
294.25,56018.1015625,58042.32421875,42006.50390625,41022.37890625,62019.68359375,87031.515625,40007.8359375,57013.97265625
294.5,56018.0859375,58042.32421875,42006.51171875,41022.375,62019.94921875,87030.5703125,40007.0859375,57013.78515625
294.75,56018.04296875,58042.32421875,42006.515625,41022.37109375,62019.48828125,87031.75,40007.78515625,57013.8203125
295.0,56018.1640625,58042.3203125,42006.5234375,41022.3671875,62019.6796875,87030.421875,40007.875,57014.04296875
295.25,56018.1171875,58042.3203125,42006.5234375,41022.36328125,62018.58203125,87031.3203125,40007.73828125,56999.14453125
295.5,55999.55859375,58042.3203125,42006.52734375,41022.359375,62018.92578125,87030.9296875,40007.90625,56997.9453125
295.75,54017.33203125,57989.9921875,41022.1953125,44010.8125,63019.4453125,84029.796875,41008.16015625,53012.94921875
296.0,54017.41796875,57989.98828125,41022.203125,44010.8046875,63018.8984375,83996.4765625,41008.0625,53012.984375
296.25,54017.4609375,57989.98828125,41022.16796875,44010.83984375,63018.9921875,84029.9453125,41008.28125,53013.10546875
296.5,54017.41796875,57989.9921875,41022.17578125,44010.83203125,63020.42578125,84030.296875,40986.796875,53013.33984375
296.75,54017.41796875,57989.98828125,41022.1796875,44010.82421875,63020.26171875,84030.296875,41007.265625,53012.81640625
297.0,54017.4375,57989.98828125,41022.1796875,44010.82421875,63019.41796875,84029.8203125,41007.984375,53012.875
297.25,54017.4765625,57989.98828125,41022.18359375,44010.8203125,63005.34375,84030.2578125,41008.2109375,53013.140625
297.5,54017.53125,57989.98828125,41022.1875,44010.81640625,63019.69140625,84030.2890625,41008.12109375,52999.35546875
297.75,43013.6328125,55030.41796875,32036.123046875,38034.4765625,60018.875,70024.6640625,38007.7421875,45011.421875
298.0,43013.87109375,55030.42578125,32036.130859375,38034.484375,60018.8515625,70024.765625,38007.48046875,45011.01953125
298.25,43013.8671875,55030.42578125,32036.134765625,38034.48046875,60018.8671875,69997.078125,38007.48046875,45011.015625
298.5,43013.8984375,55030.4296875,32036.109375,38034.51171875,60017.96875,70025.40625,37987.77734375,45011.375
298.75,43013.875,55030.4296875,32036.109375,38034.5078125,60018.296875,70024.7578125,38007.8828125,45011.2109375
299.0,43013.85546875,55030.4296875,32036.115234375,38034.50390625,60019.1875,70024.6796875,38007.15234375,44998.1875
299.25,43013.87109375,55030.4296875,32036.1171875,38034.5,59999.73828125,70025.1015625,38007.40625,45010.96875
299.5,42999.6484375,55030.4296875,32036.123046875,38034.49609375,60004.79296875,70025.125,38007.50390625,45011.00390625
299.75,42013.52734375,58006.94140625,32014.916015625,36022.5859375,56017.68359375,71025.203125,40007.734375,41010.015625
300.0,42013.55078125,58006.93359375,32014.916015625,36022.5859375,56017.10546875,71025.09375,40007.87109375,41010.04296875
300.25,42013.546875,58006.93359375,32014.91796875,36022.5859375,56017.4921875,71025.1796875,40007.87109375,41010.0390625
300.5,41942.09765625,58006.7109375,31964.845703125,35961.7890625,55930.171875,70862.2421875,40007.66015625,40983.3515625
300.75,42013.55859375,58006.9375,32014.89453125,36022.609375,56017.5859375,71025.1015625,40007.87109375,41010.05859375
