Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
16.75,104023.5390625,24007.474609375,105037.4765625,101024.4765625,132023.984375,78025.3125
17.0,104024.328125,24007.466796875,105037.4765625,101024.7421875,132026.015625,78025.265625
17.25,104024.3125,24007.46875,105037.4765625,101024.7421875,132026.03125,78025.265625
17.5,103969.2109375,24007.505859375,105037.5703125,101024.875,132026.453125,77999.5859375
17.75,104024.359375,22006.8515625,104037.109375,102024.9140625,132026.078125,76024.5234375
18.0,104024.453125,22006.85546875,104037.140625,101998.640625,132026.328125,76024.625
18.25,104024.4453125,22006.857421875,104037.140625,101998.6171875,132026.296875,76024.6171875
18.5,104024.296875,22006.861328125,104037.125,102024.828125,132025.765625,76024.546875
18.75,104025.1484375,21999.830078125,104022.28125,102025.2890625,131956.734375,76024.484375
19.0,104023.671875,22006.84765625,104037.078125,102024.703125,132024.328125,76024.6171875
19.25,104024.328125,22006.845703125,104037.1171875,102024.9921875,132026.03125,76024.6171875
19.5,104023.640625,22006.8515625,104037.1328125,102024.9765625,132026.015625,76024.6171875
19.75,107024.625,25007.765625,102036.390625,105025.703125,127024.5546875,73999.5859375
20.0,107024.6484375,25007.763671875,102036.3359375,105025.609375,127024.671875,74023.84375
20.25,107025.046875,25007.7890625,102036.4140625,105025.6796875,127025.0234375,74023.953125
